DATE;MAX_TEMPERATURE_C;MIN_TEMPERATURE_C;WINDSPEED_MAX_KMH;TEMPERATURE_MORNING_C;TEMPERATURE_NOON_C;TEMPERATURE_EVENING_C;PRECIP_TOTAL_DAY_MM;HUMIDITY_MAX_PERCENT;VISIBILITY_AVG_KM;PRESSURE_MAX_MB;CLOUDCOVER_AVG_PERCENT;HEATINDEX_MAX_C;DEWPOINT_MAX_C;WINDTEMP_MAX_C;WEATHER_CODE_MORNING;WEATHER_CODE_NOON;WEATHER_CODE_EVENING;OPINION;IndexMeteo
2017-09-03;22;14;7;8;20;20;0.1;78;6.375;1019;19;24;10;14;248;113;113;météo favorable;246
2017-09-04;26;19;5;10;25;24;0;57;10;1020;19.375;26;10;19;116;116;113;météo favorable;247
2017-09-05;28;21;6;12;27;25;0;65;10;1022;6;28;15;21;116;113;113;météo idéale;248
2017-09-06;20;16;6;14;18;18;1.4;96;7.875;1022;67.75;22;16;17;143;143;119;météo défavorable;249
2017-09-07;20;14;8;9;19;17;0;77;7;1021;45.625;20;12;14;143;119;116;météo correcte;250
2017-09-08;23;17;6;11;22;21;0;72;9;1017;19.75;25;13;17;119;113;113;météo favorable;251
2017-09-09;14;12;6;13;14;12;27.3;98;8.5;1009;51.375;15;13;12;113;302;302;météo très défavorable;252
2017-09-10;16;12;6;11;15;14;0;92;7.25;1010;80;16;11;12;143;122;119;météo défavorable;253
2017-09-11;18;12;6;10;16;14;3.4;89;8.625;1010;51;18;14;12;113;119;353;météo correcte;254
2017-09-12;18;12;6;11;15;17;15;93;8.875;1018;46.375;20;11;12;356;353;116;météo défavorable;255
2017-09-13;22;14;7;8;16;22;0;68;10;1020;36.75;24;14;14;113;119;116;météo correcte;256
2017-09-14;16;12;9;13;13;12;25.8;96;8.75;1019;34;16;14;12;113;356;299;météo très défavorable;257
2017-09-15;17;12;4;7;16;14;0;68;10;1019;0;17;7;12;113;113;113;météo correcte;258
2017-09-16;18;12;6;6;17;15;0;74;10;1014;13.875;18;9;12;113;116;116;météo favorable;259
2017-09-17;17;13;10;7;17;15;0;73;10;1016;41.75;17;9;13;116;116;116;météo correcte;260
2017-09-18;16;12;6;8;15;14;6.1;86;8.75;1018;46;17;10;12;296;116;113;météo correcte;261
2017-09-19;12;10;7;8;11;10;4;92;6.625;1021;63.625;13;10;10;119;176;353;météo défavorable;262
2017-09-20;18;10;9;3;16;16;0;83;6.625;1023;15.125;18;7;10;143;116;113;météo favorable;263
2017-09-21;24;15;4;6;22;22;0;56;10;1022;0;25;8;15;113;113;113;météo idéale;264
2017-09-22;23;17;6;8;23;20;0;68;10;1022;0;25;11;17;113;113;113;météo favorable;265
2017-09-23;23;17;5;9;23;21;0;72;10;1023;3.625;25;12;17;116;113;113;météo favorable;266
2017-09-24;24;18;6;10;23;21;0;66;10;1021;13;25;12;18;116;113;113;météo idéale;267
2017-09-25;22;17;4;9;22;17;0;81;10;1021;17;23;13;17;113;113;116;météo favorable;268
2017-09-26;21;15;6;10;20;18;0;83;9.375;1023;37;22;13;15;116;116;119;météo favorable;269
2017-09-27;23;17;5;8;23;22;0;74;6.625;1025;15.25;25;13;17;143;113;116;météo favorable;270
2017-09-28;25;18;5;10;24;22;0;65;10;1026;0;25;12;18;113;113;113;météo idéale;271
2017-09-29;26;19;4;10;25;23;0;57;10;1026;19.125;26;12;19;116;116;113;météo favorable;272
2017-09-30;21;13;8;10;21;13;8.6;98;8.375;1022;49.125;21;13;13;113;116;302;météo correcte;273
2017-10-01;21;13;6;9;19;20;0;85;5.875;1022;48.25;21;11;13;248;113;113;météo favorable;274
2017-10-02;18;12;3;10;16;18;6.8;90;9.5;1023;78.5;19;14;12;176;293;116;météo défavorable;275
2017-10-03;18;17;5;12;17;17;19.2;94;13.625;1025;69.25;19;16;17;353;356;116;météo très défavorable;276
2017-10-04;22;13;4;6;20;19;0;81;9.625;1027;24.875;24;12;13;143;113;116;météo favorable;277
2017-10-05;24;17;6;9;24;22;0;51;10;1025;0;25;10;17;113;113;113;météo idéale;278
2017-10-06;16;12;15;9;15;13;0;87;9;1024;32.5;16;9;11;119;116;113;météo correcte;279
2017-10-07;17;10;6;2;16;15;0;65;10;1026;24.5;17;4;10;113;113;122;météo correcte;280
2017-10-08;17;13;7;8;17;16;0;61;8.375;1022;40.5;18;10;13;119;119;116;météo correcte;281
2017-10-09;16;11;6;4;16;14;0;80;6.625;1021;44.75;16;9;11;143;116;116;météo correcte;282
2017-10-10;20;13;6;6;19;18;0;74;9;1022;1.875;20;10;13;143;113;113;météo favorable;283
2017-10-11;23;16;6;7;23;21;0;56;10;1024;0;25;10;16;113;113;113;météo favorable;284
2017-10-12;23;16;5;8;23;20;0;52;10;1027;4.25;25;11;15;113;113;113;météo favorable;285
2017-10-13;24;17;4;8;24;20;0;58;10;1028;12.375;25;12;17;113;113;122;météo idéale;286
2017-10-14;25;17;3;8;24;22;0;56;10;1029;0;25;11;17;113;113;113;météo idéale;287
2017-10-15;27;19;4;11;26;24;0;49;10;1029;0;27;13;19;113;113;113;météo idéale;288
2017-10-16;26;19;4;11;26;22;0;44;10;1029;2.75;26;11;19;113;113;113;météo idéale;289
2017-10-17;24;17;5;9;23;22;0;43;10;1028;1.375;25;10;17;113;113;113;météo idéale;290
2017-10-18;23;16;5;8;23;21;0;48;10;1022;0;25;9;16;113;113;113;météo favorable;291
2017-10-19;22;16;5;8;22;18;0;50;10;1016;24.25;24;10;16;113;116;116;météo favorable;292
2017-10-20;21;16;5;8;21;17;0;54;10;1020;16.75;22;10;16;113;113;116;météo favorable;293
2017-10-21;21;16;9;9;21;20;5.9;64;9.5;1021;24.375;23;12;16;113;113;116;météo favorable;294
2017-10-22;12;10;6;10;11;9;22.7;86;8.375;1023;61;13;10;10;116;176;356;météo très défavorable;295
2017-10-23;13;8;8;4;12;11;5.6;89;8.625;1026;57.25;13;8;8;143;119;116;météo correcte;296
2017-10-24;19;10;7;2;17;16;0;65;10;1027;1.875;19;10;10;113;113;113;météo favorable;297
2017-10-25;23;14;3;6;22;21;0;54;10;1027;8.5;25;12;14;119;113;113;météo favorable;298
2017-10-26;25;15;3;8;23;23;0;46;10;1027;24.875;26;12;14;113;122;113;météo correcte;299
2017-10-27;17;14;11;8;17;15;0.7;69;9.875;1027;12.625;17;12;14;113;116;176;météo correcte;300
2017-10-28;14;8;8;3;14;11;0;83;7;1028;23.75;14;6;8;143;113;113;météo correcte;301
2017-10-29;12;7;5;1;12;7;0.5;79;8.75;1025;40.75;12;8;7;113;113;176;météo défavorable;302
2017-10-30;13;7;9;4;11;11;0.3;85;6.375;1023;45.5;13;5;6;143;176;113;météo correcte;303
2017-10-31;16;7;5;0;14;13;0;72;8;1026;3.25;16;6;7;143;113;113;météo correcte;304
2017-11-01;18;10;3;2;17;14;0;56;10;1026;13.75;18;8;10;116;113;113;météo favorable;305
2017-11-02;17;11;5;4;17;14;0;64;10;1023;37.25;17;10;11;122;116;116;météo correcte;306
2017-11-03;19;12;3;5;18;16;0;67;10;1019;12.125;19;10;12;116;116;116;météo favorable;307
2017-11-04;18;12;5;6;18;14;0.1;59;9.625;1016;39.5;18;8;12;116;116;116;météo favorable;308
2017-11-05;9;8;8;8;8;6;45.1;98;7.25;1015;90;9;8;7;302;308;176;météo très défavorable;309
2017-11-06;7;4;15;3;6;5;5.6;84;7;1018;82.25;7;4;1;263;266;176;météo très défavorable;310
2017-11-07;7;5;6;3;7;6;0.2;88;6.375;1018;87.875;7;4;4;143;119;176;météo très défavorable;311
2017-11-08;7;4;3;2;7;5;2.6;90;4.75;1020;88.25;7;4;4;266;266;176;météo très défavorable;312
2017-11-09;7;5;6;3;7;6;0.9;90;5.625;1026;89.25;7;4;4;266;176;122;météo très défavorable;313
2017-11-10;9;5;4;4;8;7;1.2;88;4.75;1027;83;9;4;5;143;116;176;météo très défavorable;314
2017-11-11;9;7;5;3;9;7;15.9;88;5.625;1023;87.125;9;7;7;266;119;302;météo défavorable;315
2017-11-12;12;9;13;7;12;8;44.2;94;6.875;1016;93.5;12;9;8;302;353;302;météo très défavorable;316
2017-11-13;5;4;20;3;5;3;6.3;89;8.375;1019;73;5;2;0;317;266;176;météo très défavorable;317
2017-11-14;8;3;8;2;7;5;0;79;10;1024;12.5;8;1;1;116;116;116;météo très défavorable;318
2017-11-15;10;5;5;3;9;7;0;64;10;1025;11.5;10;2;5;113;113;116;météo très défavorable;319
2017-11-16;10;6;5;1;10;7;0;58;10;1024;47.75;10;1;6;116;113;122;météo défavorable;320
2017-11-17;9;3;6;-3;9;7;0;60;10;1024;8.75;9;2;3;116;116;116;météo très défavorable;321
2017-11-18;10;4;6;-2;10;6;0;76;8.375;1025;8.625;10;4;4;116;113;116;météo très défavorable;322
2017-11-19;9;4;4;-2;9;5;0.2;76;9.625;1025;45.625;9;5;4;116;176;116;météo très défavorable;323
2017-11-20;10;4;4;-2;10;7;0;70;10;1025;5;10;3;4;116;116;116;météo très défavorable;324
2017-11-21;13;6;4;0;13;10;0;59;10;1024;16.5;13;4;6;116;116;116;météo correcte;325
2017-11-22;17;9;5;4;17;14;0;59;10;1020;2.625;17;8;9;113;113;113;météo correcte;326
